,stimAmp,electrode,animalID,maxFiring
234,30,14,0,105.88966242909066
235,10,15,0,20.08987671936321
236,15,15,0,73.73559735514543
237,20,15,0,102.63409979534615
238,25,15,0,100.12291062184468
239,30,15,0,167.53652376780497
240,10,0,0,47.69506387235754
241,15,0,0,54.07345602313515
242,20,0,0,76.3637484901086
243,25,0,0,124.22190427533234
244,30,0,0,110.98287936135095
245,10,1,0,41.497552478599694
246,15,1,0,56.65389956296054
247,20,1,0,52.32455993123741
248,25,1,0,99.51504072064115
249,30,1,0,98.68233264529269
250,10,2,0,61.59774412943982
251,15,2,0,58.22684862932944
252,20,2,0,79.99894974613736
253,25,2,0,106.78867518259204
254,30,2,0,122.80750005224095
255,10,3,0,78.31639308604153
256,15,3,0,78.77794453489649
257,20,3,0,93.27946400601168
258,25,3,0,96.67060871855209
259,30,3,0,143.33788487655883
260,10,4,0,38.233223500901616
261,15,4,0,77.19493954291283
262,20,4,0,61.660925498095736
263,25,4,0,93.2853767772105
264,30,4,0,122.39046851810829
265,10,5,0,57.977435330545944
266,15,5,0,56.728798297006236
267,20,5,0,89.60322019740528
268,25,5,0,129.52782979766835
269,30,5,0,138.70985047298564
270,10,6,0,42.504698477778064
271,15,6,0,68.24972704193584
272,20,6,0,108.43889680029173
273,25,6,0,86.44377367857572
274,30,6,0,134.4116351809184
275,10,7,0,40.47695829405297
276,15,7,0,50.21175864844837
277,20,7,0,91.96190813466491
278,25,7,0,101.29401549946415
279,30,7,0,152.59799800256013
280,10,8,0,72.65505942150658
281,15,8,0,66.76702192995377
282,20,8,0,73.52854209474708
283,25,8,0,77.60431598475513
284,30,8,0,131.21367734872834
285,10,9,0,23.865540509962454
286,15,9,0,72.52299345769812
287,20,9,0,97.30021758981945
288,25,9,0,87.92760944950574
289,30,9,0,151.5140304505473
290,10,10,0,56.28694540703356
291,15,10,0,90.2232765637066
292,20,10,0,120.87540820019424
293,25,10,0,100.43183965449998
294,30,10,0,142.52360189194195
295,10,11,0,15.67383050912482
296,15,11,0,99.63016246905691
297,20,11,0,67.19268984591558
298,25,11,0,100.83967361584985
299,30,11,0,105.77426853407587
300,10,12,0,18.674163316036484
301,15,12,0,86.63996164397167
302,20,12,0,78.21345211573579
303,25,12,0,96.36821539613165
304,30,12,0,114.82925880504582
305,10,13,0,42.494593963054115
306,15,13,0,42.486584633192
307,20,13,0,46.38039845582237
308,25,13,0,106.30631012494557
309,30,13,0,158.50642987359393
310,10,14,0,29.746119349359404
311,15,14,0,84.72150669553463
312,20,14,0,72.94536413731278
313,25,14,0,97.53046598998937
314,30,14,0,120.7893763349088
315,10,15,0,28.53990814558996
316,15,15,0,52.61090836224582
317,20,15,0,57.503970804643885
318,25,15,0,120.42335737131347
319,30,15,0,128.80684916459157
320,10,0,0,67.30518204736248
321,15,0,0,110.34331768981954
322,20,0,0,69.26702837389503
323,25,0,0,100.63728295515553
324,30,0,0,114.8963572540209
325,10,1,0,50.63513297872533
326,15,1,0,82.39999826500575
327,20,1,0,94.21630370576084
328,25,1,0,100.38254537538108
329,30,1,0,144.60503460057853
330,10,2,0,65.51511119322853
331,15,2,0,108.42307523874365
332,20,2,0,87.18991558480457
333,25,2,0,85.72192006077071
334,30,2,0,134.38803357438647
335,10,3,0,53.22356397784533
336,15,3,0,50.765059534135744
337,20,3,0,102.36055918889046
338,25,3,0,67.87829650209153
339,30,3,0,133.7798857622446
340,10,4,0,26.41981948137388
341,15,4,0,94.53360234175335
342,20,4,0,131.56656194054796
343,25,4,0,96.47725027930107
344,30,4,0,112.99915427386014
345,10,5,0,60.38658606448121
346,15,5,0,70.12368344497649
347,20,5,0,78.0378319747179
348,25,5,0,94.78154717778894
349,30,5,0,82.752466978164
350,10,6,0,35.90784414749173
351,15,6,0,90.03117861858634
352,20,6,0,62.44937502278214
353,25,6,0,94.85988003373163
354,30,6,0,137.5895939837766
355,10,7,0,49.048570906868
356,15,7,0,59.306322244834334
357,20,7,0,98.68600644372512
358,25,7,0,84.3701411047063
359,30,7,0,139.40000619509345
360,10,8,0,63.17401933250334
361,15,8,0,60.92870663492556
362,20,8,0,63.34349679405116
363,25,8,0,87.82993316340648
364,30,8,0,108.37680445132935
365,10,9,0,63.56485259466159
366,15,9,0,87.0842410254514
367,20,9,0,70.71672565505722
368,25,9,0,88.8414546029159
369,30,9,0,122.9744945316792
370,10,10,0,60.1313966564014
371,15,10,0,58.62306652515834
372,20,10,0,62.12808942188169
373,25,10,0,84.0109423168328
374,30,10,0,150.3120858702482
375,10,11,0,62.2863692298215
376,15,11,0,87.75637904174724
377,20,11,0,91.2004867450556
378,25,11,0,135.3778545729672
379,30,11,0,117.81502126963184
380,10,12,0,51.11860460478598
381,15,12,0,77.37294690898332
382,20,12,0,104.94964105442153
383,25,12,0,95.46681381373355
384,30,12,0,118.61091535365671
385,10,13,0,48.020518103443976
386,15,13,0,90.29164580174668
387,20,13,0,89.19602651015995
388,25,13,0,85.45580338141671
389,30,13,0,136.2816115084904
390,10,14,0,34.162715668745506
391,15,14,0,110.79644859300308
392,20,14,0,77.3717509136056
393,25,14,0,106.2118944939737
394,30,14,0,159.04532484486992
395,10,15,0,34.70106297619968
396,15,15,0,68.11552928467984
397,20,15,0,111.36230287250058
398,25,15,0,80.49368404901553
399,30,15,0,99.59665448077274
400,10,0,0,63.598907830772326
401,15,0,0,78.86524235493927
402,20,0,0,68.15694126744617
403,25,0,0,130.48313415324384
404,30,0,0,120.12061758710044
405,10,1,0,20.03633269609987
406,15,1,0,75.2183625306642
407,20,1,0,77.58724869031732
408,25,1,0,114.43922393203499
409,30,1,0,118.53917518157326
410,10,2,0,36.182578247677185
411,15,2,0,26.92946197855057
412,20,2,0,90.59322471723796
413,25,2,0,91.24074740941569
414,30,2,0,156.1789962082755
415,10,3,0,33.50700388991644
416,15,3,0,80.82401752928389
417,20,3,0,107.30206389548157
418,25,3,0,100.27356801811062
419,30,3,0,123.5886770868902
420,10,4,0,48.808439482699235
421,15,4,0,74.80893643474386
422,20,4,0,95.02665234417086
423,25,4,0,80.21695130765985
424,30,4,0,127.1758011726471
425,10,5,0,37.0159264355463
426,15,5,0,111.21872934732934
427,20,5,0,85.93831432942973
428,25,5,0,83.60720396519937
429,30,5,0,111.89808634699254
430,10,6,0,9.502373993662076
431,15,6,0,46.36810555019476
432,20,6,0,58.70174697242424
433,25,6,0,124.6700491839814
434,30,6,0,126.86148793016204
435,10,7,0,50.70466918307828
436,15,7,0,77.9216436260971
437,20,7,0,86.3651757191284
438,25,7,0,82.99515264668247
439,30,7,0,118.27635444015198
440,10,8,0,46.64368083936979
441,15,8,0,92.76974384628737
442,20,8,0,79.91186508230138
443,25,8,0,97.2510885801522
444,30,8,0,139.21360584424536
445,10,9,0,64.85769208931565
446,15,9,0,97.7439444955325
447,20,9,0,60.75329573008588
448,25,9,0,105.87696139052174
449,30,9,0,117.74932904417201
450,10,10,0,60.86293472595292
451,15,10,0,47.779288616117476
452,20,10,0,104.99734846319137
453,25,10,0,86.5324927842051
454,30,10,0,90.08893822412517
455,10,11,0,76.45730995923584
456,15,11,0,64.72681664994151
457,20,11,0,88.05576963247108
458,25,11,0,91.69163720771934
459,30,11,0,125.55436714771443
460,10,12,0,58.56028571488174
461,15,12,0,71.07698155308799
462,20,12,0,74.59977486039548
463,25,12,0,77.57840393940226
464,30,12,0,130.58457309996928
465,10,13,0,37.19757960082386
466,15,13,0,64.61544097382749
467,20,13,0,63.73257872141579
468,25,13,0,114.41475239221646
469,30,13,0,156.70059548644275
470,10,14,0,39.89131697101678
471,15,14,0,68.52397391903767
472,20,14,0,101.13465157565166
473,25,14,0,101.06925395702694
474,30,14,0,109.0602124266929
475,10,15,0,91.91318185245368
476,15,15,0,57.22251642985512
477,20,15,0,61.789334186165064
478,25,15,0,78.88831973469212
479,30,15,0,102.68279233378551
480,10,0,0,21.439816883459436
481,15,0,0,123.75434462230857
482,20,0,0,106.71917454746793
483,25,0,0,151.69575321686054
484,30,0,0,117.96332959011163
485,10,1,0,49.12820282683459
486,15,1,0,85.1150690201178
487,20,1,0,54.344504749076094
488,25,1,0,112.62051347640237
489,30,1,0,120.47025004726302
490,10,2,0,31.476074322192783
491,15,2,0,67.72485201686766
492,20,2,0,103.01190916265732
493,25,2,0,111.44826142912696
494,30,2,0,130.0518287858613
495,10,3,0,38.912415634493954
496,15,3,0,45.38088687909399
497,20,3,0,55.83171734667946
498,25,3,0,73.85480726254136
499,30,3,0,130.06939742810582
500,10,4,0,46.93172560695884
501,15,4,0,56.24768192051167
502,20,4,0,90.71730122834549
503,25,4,0,117.25260566341835
504,30,4,0,109.29011111625229
505,10,5,0,31.953728552375402
506,15,5,0,37.42526688872722
507,20,5,0,134.75474136808435
508,25,5,0,131.2273335594702
509,30,5,0,83.74875972125767
510,10,6,0,69.1889655079039
511,15,6,0,134.6896248937221
512,20,6,0,55.57018783830287
513,25,6,0,135.44808538327243
514,30,6,0,107.8350162488251
515,10,7,0,64.15462277727082
516,15,7,0,64.04305260295227
517,20,7,0,72.6423038657352
518,25,7,0,115.37963304576856
519,30,7,0,106.63974433599978
520,10,8,0,65.40641507700771
521,15,8,0,69.10619122252024
522,20,8,0,61.02963002397108
523,25,8,0,89.33597992479665
524,30,8,0,152.6447771059439
525,10,9,0,53.515533612306285
526,15,9,0,106.26229188279869
527,20,9,0,118.87547096258393
528,25,9,0,86.91937365663333
529,30,9,0,101.77440754660074
530,10,10,0,80.41940696409178
531,15,10,0,66.53848920727432
532,20,10,0,64.85793729711995
533,25,10,0,100.04399645474159
534,30,10,0,117.37162966384939
535,10,11,0,79.67012561491433
536,15,11,0,82.13286504951184
537,20,11,0,103.37206851128167
538,25,11,0,78.94669754431995
539,30,11,0,125.0005730210031
540,10,12,0,70.38049999682039
541,15,12,0,85.02237527829853
542,20,12,0,72.79617984484713
543,25,12,0,73.1492452365627
544,30,12,0,126.4032072379819
545,10,13,0,59.56617648067214
546,15,13,0,82.17992263350529
547,20,13,0,86.47683829563705
548,25,13,0,92.28691202957302
549,30,13,0,135.1850470375274
550,10,14,0,41.673851826852314
551,15,14,0,83.14910997469273
552,20,14,0,91.84719193505694
553,25,14,0,122.0421778107493
554,30,14,0,88.0455709900839
555,10,15,0,75.16045096232303
556,15,15,0,73.10558932092279
557,20,15,0,81.86587140227233
558,25,15,0,71.08491203464413
559,30,15,0,133.5242938387687
560,10,0,0,58.48486957760037
561,15,0,0,76.7228254642089
562,20,0,0,90.36212712817806
563,25,0,0,111.91015404483943
564,30,0,0,93.90243546984368
565,10,1,0,33.20855234738241
566,15,1,0,90.83473127439801
567,20,1,0,76.81592388844112
568,25,1,0,108.42527712487411
569,30,1,0,100.24470666943503
570,10,2,0,42.28842721244853
571,15,2,0,56.23745479248667
572,20,2,0,57.787031447423416
573,25,2,0,103.50349615484713
574,30,2,0,131.30768382162233
575,10,3,0,-4.890135673385927
576,15,3,0,75.29243892604721
577,20,3,0,67.69962547848844
578,25,3,0,97.94843646378581
579,30,3,0,98.79199574827737
580,10,4,0,25.753297751881664
581,15,4,0,88.72826854516671
582,20,4,0,78.31967009329139
583,25,4,0,81.21977335882067
584,30,4,0,165.3878923629482
585,10,5,0,38.23499696308161
586,15,5,0,82.3604952837376
587,20,5,0,94.36479804617574
588,25,5,0,82.07690505149196
589,30,5,0,120.09259001692197
590,10,6,0,48.95977051787773
591,15,6,0,55.120174154211426
592,20,6,0,72.48119795219219
593,25,6,0,87.56588032234879
594,30,6,0,111.21359313221085
595,10,7,0,5.881071852583418
596,15,7,0,112.47717157611224
597,20,7,0,125.85683588374826
598,25,7,0,103.8477946790037
599,30,7,0,116.96022243715808
600,10,8,0,74.61217915035377
601,15,8,0,59.27978499766372
602,20,8,0,99.00346679170202
603,25,8,0,109.99687471576743
604,30,8,0,115.59752488516219
605,10,9,0,71.20619999574274
606,15,9,0,72.45352640179249
607,20,9,0,81.67143382886556
608,25,9,0,103.80489312123485
609,30,9,0,120.53390724128336
610,10,10,0,53.93943948111162
611,15,10,0,66.32066394339522
612,20,10,0,57.44813891353904
613,25,10,0,125.37686222714576
614,30,10,0,150.77160686039193
615,10,11,0,78.53141088517242
616,15,11,0,96.44168910383354
617,20,11,0,73.52761236168419
618,25,11,0,110.42142866536265
619,30,11,0,125.85889371333221
620,10,12,0,76.24619064501437
621,15,12,0,64.90383776283622
622,20,12,0,86.04991478082425
623,25,12,0,92.97200851624903
624,30,12,0,147.6340282497564
625,10,13,0,88.66389604828801
626,15,13,0,94.40459635699546
627,20,13,0,112.57931096024183
628,25,13,0,87.87225111211613
629,30,13,0,140.6464135427413
630,10,14,0,63.45685083057944
631,15,14,0,91.25428308050525
632,20,14,0,66.89125737003863
633,25,14,0,90.98162191661928
634,30,14,0,137.07436916485497
635,10,15,0,49.11818147409495
636,15,15,0,75.18986887773896
637,20,15,0,57.65339906021191
638,25,15,0,86.96650231384035
639,30,15,0,93.79585162206843
640,10,0,0,40.24204878110393
641,15,0,0,80.89552409146593
642,20,0,0,87.9575500124719
643,25,0,0,91.3204551444781
644,30,0,0,113.46373134395841
645,10,1,0,77.33266480092854
646,15,1,0,39.99854555743767
647,20,1,0,95.42976627366829
648,25,1,0,52.98439611965843
649,30,1,0,126.07428813100712
650,10,2,0,32.003727408434585
651,15,2,0,57.34183711088123
652,20,2,0,92.16866385746347
653,25,2,0,108.21100276851425
654,30,2,0,138.4103426244481
655,10,3,0,50.57149369977733
656,15,3,0,85.26346062536561
657,20,3,0,65.73337137136005
658,25,3,0,81.98057767264359
659,30,3,0,121.32839795272345
660,10,4,0,52.15932681234102
661,15,4,0,107.99732149239219
662,20,4,0,55.0370110873271
663,25,4,0,108.91670892093674
664,30,4,0,128.75185706978485
665,10,5,0,24.976155569979817
666,15,5,0,85.51804165824578
667,20,5,0,92.44337564392626
668,25,5,0,103.22289105621144
669,30,5,0,111.04485351425662
670,10,6,0,16.806643622019955
671,15,6,0,99.50418883703186
672,20,6,0,62.87189309436072
673,25,6,0,110.85887053738722
674,30,6,0,151.62932681654928
675,10,7,0,40.277916013556094
676,15,7,0,76.36700578591328
677,20,7,0,80.99684096705981
678,25,7,0,70.57068785877965
679,30,7,0,115.25592051847397
680,10,8,0,65.23878644550135
681,15,8,0,39.15669032241309
682,20,8,0,134.34079883796008
683,25,8,0,96.56000463715479
684,30,8,0,115.73271106518143
685,10,9,0,37.083407109243424
686,15,9,0,48.46930884142195
687,20,9,0,50.21475985196288
688,25,9,0,101.08009889634808
689,30,9,0,116.79128689602999
690,10,10,0,45.00241166781634
691,15,10,0,90.66481987869557
692,20,10,0,113.95929739474612
693,25,10,0,73.66470299224616
694,30,10,0,129.23807609802802
695,10,11,0,68.55209585505229
696,15,11,0,85.39226763816853
697,20,11,0,67.7579575186787
698,25,11,0,103.55822957356115
699,30,11,0,125.51020053793306
700,10,12,0,72.46512123048825
701,15,12,0,109.01839545458074
702,20,12,0,90.52046948440999
703,25,12,0,92.05541730956939
704,30,12,0,132.0495356252019
705,10,13,0,67.62300462801659
706,15,13,0,61.50296024622966
707,20,13,0,70.25818207828038
708,25,13,0,83.10163790742968
709,30,13,0,132.55677107874365
710,10,14,0,29.15084738605941
711,15,14,0,93.53996285578307
712,20,14,0,82.31423783370704
713,25,14,0,97.35044947483678
714,30,14,0,126.10728735903857
715,10,15,0,31.996465044867097
716,15,15,0,112.87079811755359
717,20,15,0,76.11062226306707
718,25,15,0,112.22331737383477
719,30,15,0,135.97493534866874
720,10,0,0,113.64232238385587
721,15,0,0,41.24127038154551
722,20,0,0,91.68458804242394
723,25,0,0,107.01536652876969
724,30,0,0,131.0009897645683
725,10,1,0,78.62237072420895
726,15,1,0,67.98484467197048
727,20,1,0,82.79037624657056
728,25,1,0,105.2168746992994
729,30,1,0,113.78929456627878
730,10,2,0,21.113907684111076
731,15,2,0,61.05671624578426
732,20,2,0,51.68333269597389
733,25,2,0,77.93673774176128
734,30,2,0,86.31931903672336
735,10,3,0,26.862951543337093
736,15,3,0,106.21710976351252
737,20,3,0,109.70422308348957
738,25,3,0,113.53331728992093
739,30,3,0,84.55045952626251
740,10,4,0,63.24863457961654
741,15,4,0,77.74620059579527
742,20,4,0,114.35745472024786
743,25,4,0,123.37814826638957
744,30,4,0,140.01528169335833
745,10,5,0,45.922721296223315
746,15,5,0,119.24377773369184
747,20,5,0,33.195899007660714
748,25,5,0,103.49445959204334
749,30,5,0,96.41598057110662
750,10,6,0,71.38103604155248
751,15,6,0,112.6156639829656
752,20,6,0,40.43971584605504
753,25,6,0,100.07020532326082
754,30,6,0,154.32997138782542
755,10,7,0,76.37263741318492
756,15,7,0,100.35681757078623
757,20,7,0,101.1325543670646
758,25,7,0,113.23941962911321
759,30,7,0,141.553341235338
760,10,8,0,49.70547484775352
761,15,8,0,80.40263430383595
762,20,8,0,78.18006957702825
763,25,8,0,125.22812834561603
764,30,8,0,134.72182776462364
765,10,9,0,61.984627845213026
766,15,9,0,73.83646335992
767,20,9,0,79.88551226698846
768,25,9,0,57.04901538713962
769,30,9,0,126.52573361809624
770,10,10,0,48.37330446233079
771,15,10,0,80.39910994696132
772,20,10,0,69.79387517407012
773,25,10,0,104.54299237424867
774,30,10,0,143.07388517072465
775,10,11,0,21.071253844929878
776,15,11,0,78.73371260744202
777,20,11,0,75.68612992702424
778,25,11,0,124.67139733039167
779,30,11,0,154.04821141177084
780,10,12,0,43.01230169593928
781,15,12,0,65.01396432152595
782,20,12,0,124.28535786248729
783,25,12,0,115.77400439537736
784,30,12,0,136.59704398253132
785,10,13,0,24.45017732869243
786,15,13,0,64.05955065546215
787,20,13,0,72.06111428308449
788,25,13,0,86.26489857776146
789,30,13,0,140.6836759467983
790,10,14,0,38.39823864261067
791,15,14,0,54.07220955460881
792,20,14,0,80.05811053180584
793,25,14,0,101.12852144873501
794,30,14,0,103.96279318596507
795,10,15,0,69.53559603412867
796,15,15,0,120.52021497883538
797,20,15,0,86.77028471604277
798,25,15,0,121.79228209048756
799,30,15,0,95.52311272513296
800,10,0,1,42.76674837047613
801,15,0,1,90.6700498847262
802,20,0,1,60.067811539384714
803,25,0,1,72.69433336764034
804,30,0,1,94.83516334339629
805,10,1,1,55.309229571332715
806,15,1,1,84.55677200997724
807,20,1,1,69.7742325275449
808,25,1,1,99.96648790948444
809,30,1,1,113.1494959664427
810,10,2,1,55.89083766471869
811,15,2,1,58.19493501211945
812,20,2,1,78.90216189264083
813,25,2,1,84.18015609295757
814,30,2,1,83.94435713631873
815,10,3,1,68.06880876086495
816,15,3,1,70.06093996990856
817,20,3,1,82.6910597329651
818,25,3,1,122.29489595457784
819,30,3,1,107.70448830707326
820,10,4,1,35.580025153812265
821,15,4,1,68.08890891931318
822,20,4,1,84.05840074669447
823,25,4,1,93.13173122005077
824,30,4,1,81.79556076052813
825,10,5,1,32.6625849707195
826,15,5,1,79.09238110634004
827,20,5,1,67.0000305018092
828,25,5,1,128.23800509959767
829,30,5,1,139.63614877828297
830,10,6,1,23.453400154487156
831,15,6,1,105.06445853576267
832,20,6,1,102.93596475595385
833,25,6,1,118.86977268978737
834,30,6,1,129.54778752297096
835,10,7,1,62.16744769048894
836,15,7,1,94.98410424207461
837,20,7,1,69.01964406089009
838,25,7,1,76.58171531193062
839,30,7,1,145.9694836366864
840,10,8,1,55.61720652076845
841,15,8,1,70.73386318902328
842,20,8,1,60.953134116021
843,25,8,1,41.81972936361596
844,30,8,1,130.36436413884613
845,10,9,1,45.11998887090582
846,15,9,1,55.53934214638065
847,20,9,1,73.89565134383514
848,25,9,1,145.55013327540942
849,30,9,1,143.7064972529199
850,10,10,1,41.36620672096513
851,15,10,1,62.62135636097001
852,20,10,1,48.615891777973914
853,25,10,1,108.7214672752108
854,30,10,1,174.4480237210745
855,10,11,1,64.58982574194556
856,15,11,1,65.67349668062833
857,20,11,1,113.47920026820016
858,25,11,1,87.48410368027986
859,30,11,1,120.52467795183755
860,10,12,1,75.73471145930029
861,15,12,1,86.71305227325767
862,20,12,1,84.72918585938352
863,25,12,1,135.73158442539955
864,30,12,1,126.50231088894266
865,10,13,1,58.04924265017824
866,15,13,1,62.15036429751643
867,20,13,1,77.74607660704416
868,25,13,1,128.45790705125276
869,30,13,1,109.75568728699251
870,10,14,1,65.70544380576926
871,15,14,1,67.33110023098946
